%KF,time_period,x,y,z,qx,qy,qz,qw
%KF,time_period,x,y,z,qx,qy,qz,qw
13,4,0,0,0,0,0,0,1
14,4,-11.52789306640625,3.098910808563232,0.5202398300170898,0.02362492494285107,-0.003716138424351811,0.0181058943271637,0.9995500445365906
%KF,time_period,x,y,z,qx,qy,qz,qw
13,5,0,0,0,0,0,0,1
14,5,14.77209663391113,2.382952690124512,0.378319263458252,-0.001783099956810474,0.001192920957691967,-0.003728846088051796,0.9999907612800598
%KF,time_period,x,y,z,qx,qy,qz,qw
15,0,0,0,0,0,0,0,1
15,1,-6.083900451660156,-3.048301696777344,-0.4344639778137207,0.0103316493332386,-0.01124643255025148,0.2944560348987579,0.955543041229248
15,2,9.803852081298828,7.444757461547852,0.005745410919189453,-0.005203265696763992,0.003158834995701909,0.9197496771812439,-0.3924582600593567
15,3,-0.2026824951171875,-0.1589469909667969,-0.340482234954834,-0.01449135504662991,0.001225289423018694,0.2737191915512085,0.9616996645927429
15,4,0.8831825256347656,0.2964153289794922,-0.3295783996582031,0.0008825891418382525,-0.003417928703129292,0.1519041508436203,0.9883889555931091
15,5,-3.423027038574219,-1.746166229248047,-0.8591647148132324,-0.02630394883453846,0.0106782503426075,0.9946407675743103,0.09941773116588593
%KF,time_period,x,y,z,qx,qy,qz,qw
15,1,0,0,0,0,0,0,1
15,2,16.92395782470703,-4.528385162353516,0.4319818019866943,0.003701594192534685,0.005740961525589228,0.9971024394035339,-0.07576367259025574
15,3,6.237125396728516,-1.048666000366211,-0.1889209747314453,-0.01508963759988546,0.0173003263771534,-0.02270247414708138,0.9994786977767944
15,4,7.589313507080078,-0.9805803298950195,-0.2331974506378174,-0.006536989007145166,0.009616595692932606,-0.1448213011026382,0.9893895387649536
15,5,2.938533782958984,-0.4856348037719727,-0.6136307716369629,-0.009719638153910637,0.01102669164538383,0.9235566854476929,0.3831801414489746
%KF,time_period,x,y,z,qx,qy,qz,qw
15,2,0,0,0,0,0,0,1
15,3,9.623565673828125,-5.633852005004883,-0.3188138008117676,-0.01449946500360966,-0.01382698677480221,0.9953362941741943,0.09436242282390594
15,4,8.520210266113281,-5.398809432983398,-0.2962462902069092,-0.00527552654966712,-0.003705042181536555,0.9763458371162415,0.2161187529563904
15,5,13.38869476318359,-6.678106307983398,-0.7391681671142578,0.02197306789457798,0.0131657961755991,-0.4535545408725739,0.8908603191375732
%KF,time_period,x,y,z,qx,qy,qz,qw
15,3,0,0,0,0,0,0,1
15,4,1.099411010742188,-0.1274299621582031,0.04266119003295898,0.01651027239859104,-0.006916045676916838,-0.1238315477967262,0.9921417832374573
15,5,-3.703414916992188,0.2927589416503906,-0.3826627731323242,-0.02324431017041206,0.003631807398051023,0.9295695424079895,0.3678952753543854
%KF,time_period,x,y,z,qx,qy,qz,qw
15,4,0,0,0,0,0,0,1
15,5,-8.616596221923828,-8.842563629150391,-2.23234748840332,-0.02234139293432236,0.08846577256917953,0.9036369919776917,0.4184674322605133
%KF,time_period,x,y,z,qx,qy,qz,qw
14,0,0,0,0,0,0,0,1
15,0,-17.67184638977051,-2.486597061157227,0.6144137382507324,0.002646578708663583,0.07817885279655457,-0.01278252247720957,0.9968538880348206
%KF,time_period,x,y,z,qx,qy,qz,qw
14,1,0,0,0,0,0,0,1
15,1,-12.00886535644531,1.458308219909668,-1.076297760009766,0.004401519894599915,-0.0311419703066349,0.0002611837408039719,0.9995052218437195
%KF,time_period,x,y,z,qx,qy,qz,qw
14,2,0,0,0,0,0,0,1
15,2,14.59055709838867,-10.68289184570312,1.047776937484741,-0.01110702753067017,0.005869169253855944,0.009275991469621658,0.9998781085014343
%KF,time_period,x,y,z,qx,qy,qz,qw
14,3,0,0,0,0,0,0,1
15,3,-13.76362991333008,5.505391120910645,-0.3881945610046387,-0.01650620810687542,-0.009499217383563519,0.01736387237906456,0.9996678829193115
%KF,time_period,x,y,z,qx,qy,qz,qw
14,4,0,0,0,0,0,0,1
15,4,-16.109375,3.041252851486206,-0.3382205963134766,0.0004842118942178786,-0.01275892183184624,-0.008281541988253593,0.9998842477798462
%KF,time_period,x,y,z,qx,qy,qz,qw
14,5,0,0,0,0,0,0,1
15,5,12.28324508666992,5.947954177856445,-0.9247450828552246,-0.002669444773346186,0.03218039870262146,-0.01059890910983086,0.9994223117828369
%KF,time_period,x,y,z,qx,qy,qz,qw
16,0,0,0,0,0,0,0,1
16,1,-4.548027038574219,-0.9670119285583496,-0.3008732795715332,-0.008685918524861336,0.0006001084693707526,0.2946505546569824,0.9555654525756836
16,2,0.0274810791015625,2.646739959716797,-0.2432522773742676,0.005403340794146061,0.04626000300049782,0.9196308255195618,-0.390012800693512
16,3,-7.827159881591797,-1.631145000457764,-0.6996212005615234,-0.005047493614256382,0.003946272190660238,0.2713856399059296,0.9624494314193726
16,4,1.112545013427734,0.193634033203125,-0.5942115783691406,0.002849109703674912,0.005827868822962046,0.1530370116233826,0.9881991744041443
16,5,1.278110504150391,2.327988624572754,-0.7519137859344482,-0.004320387262851,0.01837009377777576,0.9933372139930725,0.1136887148022652
%KF,time_period,x,y,z,qx,qy,qz,qw
16,1,0,0,0,0,0,0,1
16,2,19.14947700500488,-9.839849472045898,-0.5216217041015625,0.005291005130857229,0.004444239195436239,0.9951658248901367,-0.09796570986509323
16,3,-2.677799224853516,1.307180404663086,-0.1533567905426025,0.01397091988474131,-0.006072625983506441,-0.01920037902891636,0.999699592590332
16,4,5.230960845947266,-1.824806213378906,-0.1336405277252197,0.01208219211548567,0.003137127961963415,-0.1441701054573059,0.9894741773605347
16,5,7.955593109130859,-1.794944763183594,-1.231494665145874,0.00798830296844244,-0.01396628003567457,0.9159123301506042,0.4010558128356934
%KF,time_period,x,y,z,qx,qy,qz,qw
16,2,0,0,0,0,0,0,1
16,3,8.504749298095703,-4.559043884277344,-0.2922506332397461,0.003712503938004375,0.01394614018499851,0.9949508905410767,0.09932049363851547
16,4,0.3470573425292969,-0.3610267639160156,-0.1797454357147217,-0.004017272498458624,0.01205846015363932,0.9760676026344299,0.2170955538749695
16,5,-0.9627227783203125,-0.00345611572265625,-0.115635871887207,-0.003256466006860137,-0.0004540639347396791,-0.4881089329719543,0.8727766275405884
%KF,time_period,x,y,z,qx,qy,qz,qw
16,3,0,0,0,0,0,0,1
16,4,8.835315704345703,-2.110994338989258,0.08148717880249023,-0.004201265051960945,0.006700320169329643,-0.1167361810803413,0.9931314587593079
16,5,10.34596252441406,-2.224143981933594,-0.1252834796905518,0.0001389418175676838,0.01114010438323021,0.9189568161964417,0.3942007422447205
%KF,time_period,x,y,z,qx,qy,qz,qw
16,4,0,0,0,0,0,0,1
16,5,1.723770141601562,0.06543159484863281,0.06654644012451172,-0.01085015200078487,0.01310849376022816,0.9583839774131775,0.2849747538566589
%KF,time_period,x,y,z,qx,qy,qz,qw
15,0,0,0,0,0,0,0,1
16,0,-12.86048889160156,-6.745835781097412,-0.8224358558654785,0.0009517855942249298,-0.006599491462111473,0.01189951878041029,0.9999069571495056
%KF,time_period,x,y,z,qx,qy,qz,qw
15,1,0,0,0,0,0,0,1
16,1,-12.24178123474121,2.515069961547852,-0.463857889175415,-0.01923496648669243,0.01119926385581493,0.01202874071896076,0.9996799230575562
%KF,time_period,x,y,z,qx,qy,qz,qw
15,2,0,0,0,0,0,0,1
16,2,21.2496337890625,-9.109999656677246,-0.9333205223083496,0.01101093553006649,-0.008204483427107334,0.02803132496774197,0.999512791633606
%KF,time_period,x,y,z,qx,qy,qz,qw
15,3,0,0,0,0,0,0,1
16,3,-21.72627067565918,3.509580612182617,-1.009730339050293,0.01088107470422983,-0.012624173425138,0.01150339841842651,0.9997949600219727
%KF,time_period,x,y,z,qx,qy,qz,qw
15,4,0,0,0,0,0,0,1
16,4,-14.30719947814941,-2.500637054443359,-0.5634143352508545,-0.008883289992809296,0.0007126020500436425,0.009026254527270794,0.999919593334198
%KF,time_period,x,y,z,qx,qy,qz,qw
15,5,0,0,0,0,0,0,1
16,5,1.100803375244141,2.776105880737305,-0.586286187171936,0.01010112930089235,-0.01097153220325708,-0.003334749722853303,0.9998832941055298
%KF,time_period,x,y,z,qx,qy,qz,qw
17,0,0,0,0,0,0,0,1
17,1,-7.943614959716797,-1.272712230682373,-0.5576391220092773,-0.008004024624824524,0.006406631786376238,0.2866079807281494,0.9579930901527405
17,2,-8.139671325683594,-1.205811500549316,-0.6334376335144043,-0.02698781155049801,0.01041007786989212,0.9320334196090698,-0.3612160682678223
17,3,-15.60129165649414,-3.011089086532593,-0.8508296012878418,-0.003949865233153105,0.01791032589972019,0.2656651735305786,0.9638909101486206
17,4,-4.272747039794922,-0.7126510143280029,-0.6826214790344238,-0.00960997398942709,-0.01071950141340494,0.1427325159311295,0.9896566271781921
17,5,0.9910812377929688,0.4751219749450684,-0.6033174991607666,0.007978478446602821,0.0136543158441782,0.9892228245735168,0.1455616354942322
%KF,time_period,x,y,z,qx,qy,qz,qw
17,1,0,0,0,0,0,0,1
17,2,0.138702392578125,-1.71661376953125e-05,-0.0832366943359375,-0.0278504304587841,0.02175379171967506,0.9962489008903503,-0.07898914813995361
17,3,-7.479404449462891,2.574989318847656,-0.5752084255218506,0.009543510153889656,0.009881105273962021,-0.02316637337207794,0.999637246131897
17,4,3.162754058837891,-1.711505889892578,-0.1611132621765137,-0.008659818209707737,-0.0144467456266284,-0.1495933532714844,0.9886041283607483
17,5,8.627384185791016,-3.849342346191406,0.004896879196166992,0.005480379331856966,-0.0009544261265546083,0.9044972658157349,0.4264432191848755
%KF,time_period,x,y,z,qx,qy,qz,qw
17,2,0,0,0,0,0,0,1
17,3,7.170202255249023,-3.770618438720703,0.1508946418762207,-0.04055768623948097,0.02582679316401482,0.9936044216156006,0.1021677404642105
17,4,-3.130481719970703,1.9698486328125,-0.2720403671264648,-0.01941676996648312,0.00286070303991437,0.9744259119033813,0.2238504737615585
17,5,-7.812587738037109,4.854602813720703,-0.5903515815734863,-0.005537434015423059,-0.04168451577425003,-0.4945456385612488,0.8681338429450989
%KF,time_period,x,y,z,qx,qy,qz,qw
17,3,0,0,0,0,0,0,1
17,4,11.65899276733398,-3.437837600708008,0.5006184577941895,-0.01674152351915836,-0.02264212071895599,-0.1148776486515999,0.9929804801940918
17,5,16.64303588867188,-5.28166389465332,0.7676229476928711,-0.004372391384094954,0.002501213923096657,0.9173452258110046,0.3980607986450195
%KF,time_period,x,y,z,qx,qy,qz,qw
17,4,0,0,0,0,0,0,1
17,5,5.437675476074219,-0.7838649749755859,-0.1412346363067627,0.02406938001513481,-0.005805747117847204,0.9568468332290649,0.2895361483097076
%KF,time_period,x,y,z,qx,qy,qz,qw
16,0,0,0,0,0,0,0,1
17,0,-8.209236145019531,-1.535423278808594,-0.2499237060546875,0.001135890721343458,0.0008046386647038162,0.01242611650377512,0.9999218583106995
%KF,time_period,x,y,z,qx,qy,qz,qw
16,1,0,0,0,0,0,0,1
17,1,-10.68895149230957,4.54906177520752,-0.3778445720672607,0.00753681268543005,0.002320327796041965,0.001670234953053296,0.9999675154685974
%KF,time_period,x,y,z,qx,qy,qz,qw
16,2,0,0,0,0,0,0,1
17,2,15.77071380615234,-9.062873840332031,-0.4031181335449219,0.01763026602566242,0.02273709326982498,0.0004419424221850932,0.9995859265327454
%KF,time_period,x,y,z,qx,qy,qz,qw
16,3,0,0,0,0,0,0,1
17,3,-15.64474105834961,5.769035339355469,-0.4844927787780762,-0.005208222661167383,0.01880321092903614,0.004524773452430964,0.9997994303703308
%KF,time_period,x,y,z,qx,qy,qz,qw
16,4,0,0,0,0,0,0,1
17,4,-13.71773910522461,0.8257265090942383,-0.4638962745666504,-0.02240475825965405,-0.01489313691854477,-0.005665034055709839,0.9996219873428345
%KF,time_period,x,y,z,qx,qy,qz,qw
16,5,0,0,0,0,0,0,1
17,5,8.396316528320312,5.276772499084473,-0.06379008293151855,0.007995217107236385,-0.007479844614863396,-0.006591244135051966,0.9999183416366577
%KF,time_period,x,y,z,qx,qy,qz,qw
18,0,0,0,0,0,0,0,1
18,1,-6.226955413818359,-0.7247462272644043,-0.4968266487121582,-0.01101683918386698,0.008900024928152561,0.2741908133029938,0.9615710377693176
18,2,-9.964111328125,-1.152100086212158,-0.6173315048217773,0.00379305868409574,0.00498276436701417,0.9359928369522095,-0.3519634306430817
18,3,-13.72021102905273,-1.734681844711304,-1.127990007400513,-0.006782516371458769,0.01990451663732529,0.2507293522357941,0.9678288102149963
18,4,-12.57048797607422,-1.095741510391235,-0.9802613258361816,-0.002495284657925367,0.008086183108389378,0.1277853399515152,0.9917657375335693
18,5,1.196990966796875,0.290109395980835,-0.4739170074462891,-0.006226991303265095,-0.03485151752829552,0.9841119647026062,0.1739832758903503
%KF,time_period,x,y,z,qx,qy,qz,qw
18,1,0,0,0,0,0,0,1
18,2,-3.536422729492188,1.625986099243164,-0.2687113285064697,-0.006883427035063505,-0.004198884591460228,0.9966982007026672,-0.0807948037981987
18,3,-7.037021636962891,2.969993591308594,-0.6366937160491943,0.008592531085014343,0.008112598210573196,-0.02546250633895397,0.9996059536933899
18,4,-5.595054626464844,2.721700668334961,-0.4793851375579834,0.01064792741090059,-0.003388237906619906,-0.1493228524923325,0.9887253642082214
18,5,6.765968322753906,-3.406669616699219,-0.0961151123046875,-0.02234436944127083,-0.04673822969198227,0.8966424465179443,0.4397142231464386
%KF,time_period,x,y,z,qx,qy,qz,qw
18,2,0,0,0,0,0,0,1
18,3,3.148696899414062,-2.012229919433594,-0.2169235944747925,-0.01421333942562342,0.004406420513987541,0.9942969679832458,0.1056036874651909
18,4,1.823116302490234,-1.760234832763672,-0.1068153381347656,-0.002475316403433681,0.004141221288591623,0.9733867645263672,0.2291178852319717
18,5,-9.72509765625,6.335693359375,0.1580779552459717,-0.03501521050930023,0.02118385210633278,-0.5093528628349304,0.8595841526985168
%KF,time_period,x,y,z,qx,qy,qz,qw
18,3,0,0,0,0,0,0,1
18,4,1.283458709716797,-0.1860923767089844,0.1425595283508301,0.003075120039284229,-0.01121432054787874,-0.1247581988573074,0.9921190142631531
18,5,14.01972579956055,-5.4249267578125,0.9268326759338379,-0.03236230835318565,-0.04259581491351128,0.9085568785667419,0.4143220186233521
%KF,time_period,x,y,z,qx,qy,qz,qw
18,4,0,0,0,0,0,0,1
18,5,13.39850997924805,-2.379383087158203,0.4168281555175781,-0.01610304787755013,-0.0380852147936821,0.9530730247497559,0.299903392791748
%KF,time_period,x,y,z,qx,qy,qz,qw
17,0,0,0,0,0,0,0,1
18,0,-12.38315582275391,-2.648121356964111,-0.4299516677856445,-0.004109139088541269,-0.001534867682494223,0.01313749607652426,0.9999040961265564
%KF,time_period,x,y,z,qx,qy,qz,qw
17,1,0,0,0,0,0,0,1
18,1,-10.09202194213867,3.962856292724609,-0.5384087562561035,-0.004608680494129658,0.004535704851150513,0.0007809356902725995,0.99997878074646
%KF,time_period,x,y,z,qx,qy,qz,qw
17,2,0,0,0,0,0,0,1
18,2,12.60282707214355,-7.690589904785156,0.4191737174987793,-0.0183912068605423,-0.02495434135198593,0.004279192071408033,0.9995102286338806
%KF,time_period,x,y,z,qx,qy,qz,qw
17,3,0,0,0,0,0,0,1
18,3,-9.607433319091797,3.908012390136719,-0.6099221706390381,-0.006191728170961142,-0.001151676988229156,-0.001762680127285421,0.9999786615371704
%KF,time_period,x,y,z,qx,qy,qz,qw
17,4,0,0,0,0,0,0,1
18,4,-20.73310470581055,2.549247741699219,-0.01924514770507812,0.008381296880543232,0.01511325221508741,-0.0008875352214090526,0.9998502731323242
%KF,time_period,x,y,z,qx,qy,qz,qw
17,5,0,0,0,0,0,0,1
18,5,10.90304946899414,6.073563575744629,-0.3202438354492188,-0.04589998349547386,0.01216465793550014,-0.01137596182525158,0.9988071918487549
%KF,time_period,x,y,z,qx,qy,qz,qw
19,0,0,0,0,0,0,0,1
19,1,-2.920207977294922,-0.5336446762084961,-0.6034867763519287,-0.008998204953968525,0.01128408778458834,0.2811440825462341,0.959557056427002
19,2,-4.048713684082031,0.03783416748046875,-0.5135500431060791,-0.01402536127716303,-0.0008461740217171609,0.9223458170890808,-0.3861098289489746
19,3,-3.089557647705078,1.323030471801758,-0.2714674472808838,-0.01741831190884113,-0.002485516713932157,0.3035319447517395,0.9526588320732117
19,4,-2.299278259277344,0.7905426025390625,-0.7723770141601562,-0.01263601612299681,0.004790309350937605,0.1726831197738647,0.9848847389221191
19,5,-2.039104461669922,0.4056768417358398,-1.048125028610229,0.01239991839975119,0.033352330327034,0.9794368743896484,0.1985884159803391
%KF,time_period,x,y,z,qx,qy,qz,qw
19,1,0,0,0,0,0,0,1
19,2,-0.3702812194824219,0.7349090576171875,-0.09616446495056152,-0.0217291135340929,0.003408976830542088,0.9935771822929382,-0.1109981760382652
19,3,-0.3391609191894531,0.871124267578125,-0.1512770652770996,-0.0004524478281382471,-0.008458483032882214,-0.01646659523248672,0.999828577041626
19,4,0.05300140380859375,0.4346542358398438,0.02013254165649414,0.01269353739917278,-0.01851576194167137,-0.1380262523889542,0.9901741743087769
19,5,0.9186534881591797,-0.6486358642578125,-0.3057138919830322,0.008063044399023056,0.001019728020764887,0.8820933699607849,0.4710046350955963
%KF,time_period,x,y,z,qx,qy,qz,qw
19,2,0,0,0,0,0,0,1
19,3,-0.1277217864990234,0.1596946716308594,-0.006420791149139404,-0.01482255570590496,-0.0001123001202358864,0.9918196201324463,0.1267840415239334
19,4,-0.3133678436279297,0.3801689147949219,-0.02347183227539062,-0.009898214600980282,0.004202648997306824,0.9682663679122925,0.2496889382600784
19,5,-0.9277572631835938,1.995491027832031,-0.7816593647003174,0.0132882334291935,-0.03777096047997475,-0.5669499039649963,0.822778582572937
%KF,time_period,x,y,z,qx,qy,qz,qw
19,3,0,0,0,0,0,0,1
19,4,0.2082271575927734,-0.2206993103027344,0.01469957828521729,0.01006012968719006,-0.004335637204349041,-0.1263713985681534,0.9919225573539734
19,5,3.868148803710938,1.893100738525391,0.5141971707344055,0.01101099513471127,0.003279602387920022,0.8973521590232849,0.4411656558513641
%KF,time_period,x,y,z,qx,qy,qz,qw
19,4,0,0,0,0,0,0,1
19,5,1.154045104980469,-0.6237010955810547,-0.2597048282623291,0.01580077782273293,0.01594249717891216,0.9405982494354248,0.33877894282341
%KF,time_period,x,y,z,qx,qy,qz,qw
18,0,0,0,0,0,0,0,1
19,0,-22.32711029052734,-2.451553344726562,-1.018823146820068,-0.010792076587677,0.004641985986381769,-0.01012304145842791,0.9998797178268433
%KF,time_period,x,y,z,qx,qy,qz,qw
18,1,0,0,0,0,0,0,1
19,1,-17.56909561157227,8.472740173339844,-1.351395606994629,0.002081826096400619,0.008382051251828671,-0.003888593753799796,0.9999551773071289
%KF,time_period,x,y,z,qx,qy,qz,qw
18,2,0,0,0,0,0,0,1
19,2,12.95850372314453,-9.942378997802734,-0.7031550407409668,0.007426886353641748,0.008919753134250641,0.02828223258256912,0.9995326399803162
%KF,time_period,x,y,z,qx,qy,qz,qw
18,3,0,0,0,0,0,0,1
19,3,-11.22412300109863,4.606773376464844,-0.8512802124023438,-0.008225224912166595,-0.01251919008791447,-0.003316909540444613,0.9998822808265686
%KF,time_period,x,y,z,qx,qy,qz,qw
18,4,0,0,0,0,0,0,1
19,4,5.011722564697266,15.15179252624512,2.037337303161621,0.009614533744752407,-0.03133286163210869,0.2530718147754669,0.9668921828269958
%KF,time_period,x,y,z,qx,qy,qz,qw
18,5,0,0,0,0,0,0,1
19,5,23.00046920776367,7.942343711853027,-0.5842053890228271,0.05689242854714394,-0.01612408086657524,0.1726891100406647,0.9831997752189636
%KF,time_period,x,y,z,qx,qy,qz,qw
20,0,0,0,0,0,0,0,1
20,1,-4.372459411621094,-0.8584213256835938,0.10579514503479,0.003662768984213471,0.02840107493102551,0.2763312757015228,0.9606357216835022
20,2,6.506698608398438,2.538633346557617,-0.6401834487915039,-0.01761233806610107,0.00574360229074955,0.9326789379119873,-0.3602316081523895
20,3,5.236900329589844,1.934616088867188,-0.2827174663543701,-0.001884816330857575,-0.002145471051335335,0.2527209222316742,0.9675350189208984
20,4,7.167943954467773,2.176795959472656,-0.2101700305938721,-0.01225382275879383,0.02165693417191505,0.1283224821090698,0.9914202690124512
20,5,-6.308786392211914,-1.159233093261719,0.05446738004684448,0.02064729668200016,0.001284232828766108,0.9648655652999878,0.2619284093379974
%KF,time_period,x,y,z,qx,qy,qz,qw
20,1,0,0,0,0,0,0,1
20,2,10.58283996582031,-3.053020477294922,-0.04448032379150391,-0.04095738008618355,0.02452844008803368,0.9951584935188293,-0.08590888231992722
20,3,9.500077247619629,-2.774135589599609,0.2804322242736816,-0.01402296870946884,-0.02877151779830456,-0.02410462312400341,0.9991969466209412
20,4,0,0,0,0,0,0,1
20,5,-1.900505542755127,0.8130950927734375,-0.1093212366104126,-0.01132100913673639,-0.01119501329958439,0.8546634316444397,0.5189384818077087
%KF,time_period,x,y,z,qx,qy,qz,qw
20,2,0,0,0,0,0,0,1
20,3,1.345757961273193,-0.4487724304199219,0.2826251983642578,-0.01661407202482224,0.0079696299508214,0.9934810400009155,0.112498477101326
20,4,-0.3874912261962891,0.5403900146484375,0.2126913070678711,-0.03897160291671753,0.007860961370170116,0.970920741558075,0.2360770106315613
20,5,11.92566680908203,-5.757808685302734,0.8998942375183105,-0.008660263381898403,-0.03961866721510887,-0.5914199352264404,0.8053432703018188
%KF,time_period,x,y,z,qx,qy,qz,qw
20,3,0,0,0,0,0,0,1
20,4,1.773231506347656,-0.7136039733886719,0.2153972387313843,-0.00120133999735117,0.01874886080622673,-0.1274896562099457,0.9916619658470154
20,5,-11.6961841583252,2.933540344238281,0.1668968200683594,0.02460675314068794,-0.007404462900012732,0.8661028742790222,0.4992049038410187
%KF,time_period,x,y,z,qx,qy,qz,qw
20,4,0,0,0,0,0,0,1
20,5,-13.80802726745605,-0.2169761657714844,-0.5605950355529785,0.01001769956201315,-0.01402546372264624,0.9233445525169373,0.3835853338241577
%KF,time_period,x,y,z,qx,qy,qz,qw
19,0,0,0,0,0,0,0,1
20,0,0,0,0,0,0,0,1
%KF,time_period,x,y,z,qx,qy,qz,qw
19,1,0,0,0,0,0,0,1
20,1,-19.09972953796387,6.212583541870117,-0.8183075189590454,0.005001727491617203,0.01243322528898716,0.01531718485057354,0.9997928738594055
%KF,time_period,x,y,z,qx,qy,qz,qw
19,2,0,0,0,0,0,0,1
20,2,8.097415924072266,-5.465682983398438,-0.1663792133331299,0.01684250868856907,0.0155259296298027,0.04449872672557831,0.9987468123435974
%KF,time_period,x,y,z,qx,qy,qz,qw
19,3,0,0,0,0,0,0,1
20,3,0,0,0,0,0,0,1
%KF,time_period,x,y,z,qx,qy,qz,qw
19,4,0,0,0,0,0,0,1
20,4,-7.864799499511719,0.3426380157470703,-0.3424562215805054,-0.02159636467695236,0.01513379812240601,0.01506261900067329,0.999538779258728
%KF,time_period,x,y,z,qx,qy,qz,qw
19,5,0,0,0,0,0,0,1
20,5,18.2757453918457,14.01153755187988,-1.085169315338135,-0.007685796823352575,-0.001546808518469334,-0.03918017819523811,0.9992014169692993
%KF,time_period,x,y,z,qx,qy,qz,qw
21,0,0,0,0,0,0,0,1
21,1,5.709121704101562,-1.828090667724609,-0.1276781558990479,-0.006720984820276499,0.00220016180537641,0.2470277398824692,0.9689825773239136
21,2,2.852969169616699,-1.930011749267578,-0.3379464149475098,-0.009957355447113514,0.00497045461088419,0.9311618208885193,-0.3644365072250366
21,3,-3.24492359161377,0.050689697265625,-0.2285969257354736,-0.001004656543955207,-0.0007200413383543491,0.2380780130624771,0.971245288848877
21,4,10.63325977325439,-3.872165679931641,-0.4074684381484985,0.00125435262452811,0.002361605642363429,0.1044885963201523,0.9945224523544312
21,5,-6.315913200378418,2.879165649414062,-0.1316659450531006,-0.006610494572669268,-0.001257515512406826,0.9574772119522095,0.2884304821491241
%KF,time_period,x,y,z,qx,qy,qz,qw
21,1,0,0,0,0,0,0,1
21,2,-2.598141431808472,1.391910552978516,-0.04729115962982178,-0.009261579252779484,0.002252602949738503,0.9923269152641296,-0.1232740059494972
21,3,-6.940757274627686,5.966201782226562,-0.2240265607833862,0.005898766219615936,-0.005955180153250694,-0.008940109983086586,0.9999249577522278
21,4,3.446306228637695,-4.225315093994141,-0.2001327872276306,0.008870977908372879,-0.001793358707800508,-0.1420695930719376,0.9898152947425842
21,5,-8.390426635742188,9.965835571289062,-0.07121860980987549,-0.004257322754710913,-0.007794090546667576,0.8567174077033997,0.5157098770141602
%KF,time_period,x,y,z,qx,qy,qz,qw
21,2,0,0,0,0,0,0,1
21,3,3.173917770385742,-5.666305541992188,0.3443537354469299,-0.00976092554628849,0.005955652333796024,0.9910966157913208,0.1326528489589691
21,4,-4.493242263793945,6.758491516113281,-0.09023869037628174,-0.00680657709017396,0.007470650598406792,0.9641799330711365,0.2650565505027771
21,5,3.479354858398438,-9.584812164306641,0.3696650266647339,-0.001255944953300059,-0.002577141625806689,-0.6152426600456238,0.7883325815200806
%KF,time_period,x,y,z,qx,qy,qz,qw
21,3,0,0,0,0,0,0,1
21,4,-29.51548194885254,-6.788078308105469,-1.513785600662231,0.01582404598593712,0.02996738813817501,-0.5111724138259888,0.8588098287582397
21,5,-1.407103538513184,3.937164306640625,0.1171199083328247,-0.003358502173796296,9.236823825631291e-05,0.8611676692962646,0.5083099603652954
%KF,time_period,x,y,z,qx,qy,qz,qw
21,4,0,0,0,0,0,0,1
21,5,20.58649826049805,22.24796676635742,5.562172412872314,-0.03020972013473511,0.03075695224106312,0.99513840675354,0.0885491818189621
%KF,time_period,x,y,z,qx,qy,qz,qw
20,0,0,0,0,0,0,0,1
21,0,-20.78857803344727,2.377296447753906,0.8712607026100159,0.001176762045361102,0.02242673560976982,0.02610923163592815,0.9994068145751953
%KF,time_period,x,y,z,qx,qy,qz,qw
20,1,0,0,0,0,0,0,1
21,1,-8.233767509460449,7.032489776611328,-0.1771876811981201,-0.005586473271250725,-0.007533812895417213,-0.005232460331171751,0.9999423027038574
%KF,time_period,x,y,z,qx,qy,qz,qw
20,2,0,0,0,0,0,0,1
21,2,19.33734321594238,-14.95627975463867,1.839437961578369,-0.02113930508494377,-0.02444989793002605,0.02936658076941967,0.9990460276603699
%KF,time_period,x,y,z,qx,qy,qz,qw
20,3,0,0,0,0,0,0,1
21,3,-25.4790096282959,14.77331352233887,1.212440013885498,0.01315275765955448,0.01940026879310608,0.008455017581582069,0.999689519405365
%KF,time_period,x,y,z,qx,qy,qz,qw
20,4,0,0,0,0,0,0,1
21,4,-17.36348533630371,1.335704803466797,-0.4081276655197144,0.01344569306820631,0.004891300108283758,0.001810148591175675,0.9998959898948669
%KF,time_period,x,y,z,qx,qy,qz,qw
20,5,0,0,0,0,0,0,1
21,5,21.34405136108398,5.368841171264648,0.1805152893066406,0.001095376792363822,0.009161197580397129,-0.00100169307552278,0.9999569654464722
%KF,time_period,x,y,z,qx,qy,qz,qw
22,0,0,0,0,0,0,0,1
22,1,-2.185868740081787,6.482856750488281,0.3655344247817993,-0.001964496215805411,-0.0004984477418474853,0.2602619826793671,0.9655359387397766
22,2,5.678633689880371,-4.853660583496094,-0.2452194690704346,-0.006579209584742785,0.01215986534953117,0.9289921522140503,-0.3698412477970123
22,3,-1.00891637802124,1.053207397460938,0.2057422399520874,0.01501450780779123,0.0116092674434185,0.2420909106731415,0.9700679779052734
22,4,-2.756949424743652,5.169178009033203,0.146754264831543,0.01710126176476479,-0.01130047533661127,0.1057709828019142,0.9941792488098145
22,5,-2.86928653717041,10.03412437438965,0.9061968326568604,-0.007135224062949419,0.0005132991936989129,0.9484479427337646,0.3168521523475647
%KF,time_period,x,y,z,qx,qy,qz,qw
22,1,0,0,0,0,0,0,1
